timestamp,machine,ip,ping_time_ms
2024-06-16 11:37:33,nodoRegistro,192.168.1.113,1.0
2024-06-16 11:37:33,nodoIngreso,192.168.1.114,1.0
2024-06-16 11:37:33,grafana,192.168.1.241,1.0
2024-06-16 11:37:33,prometheus,192.168.1.251,1.0
2024-06-16 11:42:33,servidor1,192.168.1.101,0.83
2024-06-16 11:42:33,servidor2,192.168.1.102,0.83
2024-06-16 11:42:33,servidor3,192.168.1.103,0.83
2024-06-16 11:42:33,nodoAplicacion,192.168.1.111,0.83
2024-06-16 11:42:33,nodoBBDD,192.168.1.112,0.83
2024-06-16 11:42:33,nodoRegistro,192.168.1.113,0.83
2024-06-16 11:42:33,nodoIngreso,192.168.1.114,0.83
2024-06-16 11:42:33,grafana,192.168.1.241,0.83
2024-06-16 11:42:33,prometheus,192.168.1.251,0.83
2024-06-16 11:47:33,servidor1,192.168.1.101,0.19
2024-06-16 11:47:33,servidor2,192.168.1.102,0.19
2024-06-16 11:47:33,servidor3,192.168.1.103,0.19
2024-06-16 11:47:33,nodoAplicacion,192.168.1.111,0.19
2024-06-16 11:47:33,nodoBBDD,192.168.1.112,0.19
2024-06-16 11:47:33,nodoRegistro,192.168.1.113,0.19
2024-06-16 11:47:33,nodoIngreso,192.168.1.114,0.19
2024-06-16 11:47:33,grafana,192.168.1.241,0.19
2024-06-16 11:47:33,prometheus,192.168.1.251,0.19
2024-06-16 11:52:33,servidor1,192.168.1.101,0.54
2024-06-16 11:52:33,servidor2,192.168.1.102,0.54
2024-06-16 11:52:33,servidor3,192.168.1.103,0.54
2024-06-16 11:52:33,nodoAplicacion,192.168.1.111,0.54
2024-06-16 11:52:33,nodoBBDD,192.168.1.112,0.54
2024-06-16 11:52:33,nodoRegistro,192.168.1.113,0.54
2024-06-16 11:52:33,nodoIngreso,192.168.1.114,0.54
2024-06-16 11:52:33,grafana,192.168.1.241,0.54
2024-06-16 11:52:33,prometheus,192.168.1.251,0.54
2024-06-16 11:57:33,servidor1,192.168.1.101,0.64
2024-06-16 11:57:33,servidor2,192.168.1.102,0.64
2024-06-16 11:57:33,servidor3,192.168.1.103,0.64
2024-06-16 11:57:33,nodoAplicacion,192.168.1.111,0.64
2024-06-16 11:57:33,nodoBBDD,192.168.1.112,0.64
2024-06-16 11:57:33,nodoRegistro,192.168.1.113,0.64
2024-06-16 11:57:33,nodoIngreso,192.168.1.114,0.64
2024-06-16 11:57:33,grafana,192.168.1.241,0.64
2024-06-16 11:57:33,prometheus,192.168.1.251,0.64
2024-06-16 12:02:33,servidor1,192.168.1.101,0.43
2024-06-16 12:02:33,servidor2,192.168.1.102,0.43
2024-06-16 12:02:33,servidor3,192.168.1.103,0.43
2024-06-16 12:02:33,nodoAplicacion,192.168.1.111,0.43
2024-06-16 12:02:33,nodoBBDD,192.168.1.112,0.43
2024-06-16 12:02:33,nodoRegistro,192.168.1.113,0.43
2024-06-16 12:02:33,nodoIngreso,192.168.1.114,0.43
2024-06-16 12:02:33,grafana,192.168.1.241,0.43
2024-06-16 12:02:33,prometheus,192.168.1.251,0.43
2024-06-16 12:07:33,servidor1,192.168.1.101,0.55
2024-06-16 12:07:33,servidor2,192.168.1.102,0.55
2024-06-16 12:07:33,servidor3,192.168.1.103,0.55
2024-06-16 12:07:33,nodoAplicacion,192.168.1.111,0.55
2024-06-16 12:07:33,nodoBBDD,192.168.1.112,0.55
2024-06-16 12:07:33,nodoRegistro,192.168.1.113,0.55
2024-06-16 12:07:33,nodoIngreso,192.168.1.114,0.55
2024-06-16 12:07:33,grafana,192.168.1.241,0.55
2024-06-16 12:07:33,prometheus,192.168.1.251,0.55
2024-06-16 12:12:33,servidor1,192.168.1.101,0.98
2024-06-16 12:12:33,servidor2,192.168.1.102,0.98
2024-06-16 12:12:33,servidor3,192.168.1.103,0.98
2024-06-16 12:12:33,nodoAplicacion,192.168.1.111,0.98
2024-06-16 12:12:33,nodoBBDD,192.168.1.112,0.98
2024-06-16 12:12:33,nodoRegistro,192.168.1.113,0.98
2024-06-16 12:12:33,nodoIngreso,192.168.1.114,0.98
2024-06-16 12:12:33,grafana,192.168.1.241,0.98
2024-06-16 12:12:33,prometheus,192.168.1.251,0.98
2024-06-16 12:17:33,servidor1,192.168.1.101,0.48
2024-06-16 12:17:33,servidor2,192.168.1.102,0.48
2024-06-16 12:17:33,servidor3,192.168.1.103,0.48
2024-06-16 12:17:33,nodoAplicacion,192.168.1.111,0.48
2024-06-16 12:17:33,nodoBBDD,192.168.1.112,0.48
2024-06-16 12:17:33,nodoRegistro,192.168.1.113,0.48
2024-06-16 12:17:33,nodoIngreso,192.168.1.114,0.48
2024-06-16 12:17:33,grafana,192.168.1.241,0.48
2024-06-16 12:17:33,prometheus,192.168.1.251,0.48
2024-06-16 12:22:33,servidor1,192.168.1.101,0.73
2024-06-16 12:22:33,servidor2,192.168.1.102,0.73
2024-06-16 12:22:33,servidor3,192.168.1.103,0.73
2024-06-16 12:22:33,nodoAplicacion,192.168.1.111,0.73
2024-06-16 12:22:33,nodoBBDD,192.168.1.112,0.73
2024-06-16 12:22:33,nodoRegistro,192.168.1.113,0.73
2024-06-16 12:22:33,nodoIngreso,192.168.1.114,0.73
2024-06-16 12:22:33,grafana,192.168.1.241,0.73
2024-06-16 12:22:33,prometheus,192.168.1.251,0.73
2024-06-16 12:27:33,servidor1,192.168.1.101,0.74
2024-06-16 12:27:33,servidor2,192.168.1.102,0.74
2024-06-16 12:27:33,servidor3,192.168.1.103,0.74
2024-06-16 12:27:33,nodoAplicacion,192.168.1.111,0.74
2024-06-16 12:27:33,nodoBBDD,192.168.1.112,0.74
2024-06-16 12:27:33,nodoRegistro,192.168.1.113,0.74
2024-06-16 12:27:33,nodoIngreso,192.168.1.114,0.74
2024-06-16 12:27:33,grafana,192.168.1.241,0.74
2024-06-16 12:27:33,prometheus,192.168.1.251,0.74
2024-06-16 12:32:33,servidor1,192.168.1.101,0.29
2024-06-16 12:32:33,servidor2,192.168.1.102,0.29
2024-06-16 12:32:33,servidor3,192.168.1.103,0.29
2024-06-16 12:32:33,nodoAplicacion,192.168.1.111,0.29
2024-06-16 12:32:33,nodoBBDD,192.168.1.112,0.29
2024-06-16 12:32:33,nodoRegistro,192.168.1.113,0.29
2024-06-16 12:32:33,nodoIngreso,192.168.1.114,0.29
2024-06-16 12:32:33,grafana,192.168.1.241,0.29
2024-06-16 12:32:33,prometheus,192.168.1.251,0.29
2024-06-16 12:37:33,servidor1,192.168.1.101,0.52
2024-06-16 12:37:33,servidor2,192.168.1.102,0.52
2024-06-16 12:37:33,servidor3,192.168.1.103,0.52
2024-06-16 12:37:33,nodoAplicacion,192.168.1.111,0.52
2024-06-16 12:37:33,nodoBBDD,192.168.1.112,0.52
2024-06-16 12:37:33,nodoRegistro,192.168.1.113,0.52
2024-06-16 12:37:33,nodoIngreso,192.168.1.114,0.52
2024-06-16 12:37:33,grafana,192.168.1.241,0.52
2024-06-16 12:37:33,prometheus,192.168.1.251,0.52
2024-06-16 12:42:33,servidor1,192.168.1.101,0.47
2024-06-16 12:42:33,servidor2,192.168.1.102,0.47
2024-06-16 12:42:33,servidor3,192.168.1.103,0.47
2024-06-16 12:42:33,nodoAplicacion,192.168.1.111,0.47
2024-06-16 12:42:33,nodoBBDD,192.168.1.112,0.47
2024-06-16 12:42:33,nodoRegistro,192.168.1.113,0.47
2024-06-16 12:42:33,nodoIngreso,192.168.1.114,0.47
2024-06-16 12:42:33,grafana,192.168.1.241,0.47
2024-06-16 12:42:33,prometheus,192.168.1.251,0.47
2024-06-16 12:47:33,servidor1,192.168.1.101,0.81
2024-06-16 12:47:33,servidor2,192.168.1.102,0.81
2024-06-16 12:47:33,servidor3,192.168.1.103,0.81
2024-06-16 12:47:33,nodoAplicacion,192.168.1.111,0.81
2024-06-16 12:47:33,nodoBBDD,192.168.1.112,0.81
2024-06-16 12:47:33,nodoRegistro,192.168.1.113,0.81
2024-06-16 12:47:33,nodoIngreso,192.168.1.114,0.81
2024-06-16 12:47:33,grafana,192.168.1.241,0.81
2024-06-16 12:47:33,prometheus,192.168.1.251,0.81
2024-06-16 12:52:33,servidor1,192.168.1.101,0.22
2024-06-16 12:52:33,servidor2,192.168.1.102,0.22
2024-06-16 12:52:33,servidor3,192.168.1.103,0.22
2024-06-16 12:52:33,nodoAplicacion,192.168.1.111,0.22
2024-06-16 12:52:33,nodoBBDD,192.168.1.112,0.22
2024-06-16 12:52:33,nodoRegistro,192.168.1.113,0.22
2024-06-16 12:52:33,nodoIngreso,192.168.1.114,0.22
2024-06-16 12:52:33,grafana,192.168.1.241,0.22
2024-06-16 12:52:33,prometheus,192.168.1.251,0.22
2024-06-16 12:57:33,servidor1,192.168.1.101,0.47
2024-06-16 12:57:33,servidor2,192.168.1.102,0.47
2024-06-16 12:57:33,servidor3,192.168.1.103,0.47
2024-06-16 12:57:33,nodoAplicacion,192.168.1.111,0.47
2024-06-16 12:57:33,nodoBBDD,192.168.1.112,0.47
2024-06-16 12:57:33,nodoRegistro,192.168.1.113,0.47
2024-06-16 12:57:33,nodoIngreso,192.168.1.114,0.47
2024-06-16 12:57:33,grafana,192.168.1.241,0.47
2024-06-16 12:57:33,prometheus,192.168.1.251,0.47
2024-06-16 13:02:33,servidor1,192.168.1.101,0.32
2024-06-16 13:02:33,servidor2,192.168.1.102,0.32
2024-06-16 13:02:33,servidor3,192.168.1.103,0.32
2024-06-16 13:02:33,nodoAplicacion,192.168.1.111,0.32
2024-06-16 13:02:33,nodoBBDD,192.168.1.112,0.32
2024-06-16 13:02:33,nodoRegistro,192.168.1.113,0.32
2024-06-16 13:02:33,nodoIngreso,192.168.1.114,0.32
2024-06-16 13:02:33,grafana,192.168.1.241,0.32
2024-06-16 13:02:33,prometheus,192.168.1.251,0.32
2024-06-16 13:07:33,servidor1,192.168.1.101,0.15
2024-06-16 13:07:33,servidor2,192.168.1.102,0.15
2024-06-16 13:07:33,servidor3,192.168.1.103,0.15
2024-06-16 13:07:33,nodoAplicacion,192.168.1.111,0.15
2024-06-16 13:07:33,nodoBBDD,192.168.1.112,0.15
2024-06-16 13:07:33,nodoRegistro,192.168.1.113,0.15
2024-06-16 13:07:33,nodoIngreso,192.168.1.114,0.15
2024-06-16 13:07:33,grafana,192.168.1.241,0.15
2024-06-16 13:07:33,prometheus,192.168.1.251,0.15
2024-06-16 13:12:33,servidor1,192.168.1.101,0.61
2024-06-16 13:12:33,servidor2,192.168.1.102,0.61
2024-06-16 13:12:33,servidor3,192.168.1.103,0.61
2024-06-16 13:12:33,nodoAplicacion,192.168.1.111,0.61
2024-06-16 13:12:33,nodoBBDD,192.168.1.112,0.61
2024-06-16 13:12:33,nodoRegistro,192.168.1.113,0.61
2024-06-16 13:12:33,nodoIngreso,192.168.1.114,0.61
2024-06-16 13:12:33,grafana,192.168.1.241,0.61
2024-06-16 13:12:33,prometheus,192.168.1.251,0.61
2024-06-16 13:17:33,servidor1,192.168.1.101,0.71
2024-06-16 13:17:33,servidor2,192.168.1.102,0.71
2024-06-16 13:17:33,servidor3,192.168.1.103,0.71
2024-06-16 13:17:33,nodoAplicacion,192.168.1.111,0.71
2024-06-16 13:17:33,nodoBBDD,192.168.1.112,0.71
2024-06-16 13:17:33,nodoRegistro,192.168.1.113,0.71
2024-06-16 13:17:33,nodoIngreso,192.168.1.114,0.71
2024-06-16 13:17:33,grafana,192.168.1.241,0.71
2024-06-16 13:17:33,prometheus,192.168.1.251,0.71
2024-06-16 13:22:33,servidor1,192.168.1.101,0.99
2024-06-16 13:22:33,servidor2,192.168.1.102,0.99
2024-06-16 13:22:33,servidor3,192.168.1.103,0.99
2024-06-16 13:22:33,nodoAplicacion,192.168.1.111,0.99
2024-06-16 13:22:33,nodoBBDD,192.168.1.112,0.99
2024-06-16 13:22:33,nodoRegistro,192.168.1.113,0.99
2024-06-16 13:22:33,nodoIngreso,192.168.1.114,0.99
2024-06-16 13:22:33,grafana,192.168.1.241,0.99
2024-06-16 13:22:33,prometheus,192.168.1.251,0.99
2024-06-16 13:27:33,servidor1,192.168.1.101,0.28
2024-06-16 13:27:33,servidor2,192.168.1.102,0.28
2024-06-16 13:27:33,servidor3,192.168.1.103,0.28
2024-06-16 13:27:33,nodoAplicacion,192.168.1.111,0.28
2024-06-16 13:27:33,nodoBBDD,192.168.1.112,0.28
2024-06-16 13:27:33,nodoRegistro,192.168.1.113,0.28
2024-06-16 13:27:33,nodoIngreso,192.168.1.114,0.28
2024-06-16 13:27:33,grafana,192.168.1.241,0.28
2024-06-16 13:27:33,prometheus,192.168.1.251,0.28
2024-06-16 13:32:33,servidor1,192.168.1.101,0.24
2024-06-16 13:32:33,servidor2,192.168.1.102,0.24
2024-06-16 13:32:33,servidor3,192.168.1.103,0.24
2024-06-16 13:32:33,nodoAplicacion,192.168.1.111,0.24
2024-06-16 13:32:33,nodoBBDD,192.168.1.112,0.24
2024-06-16 13:32:33,nodoRegistro,192.168.1.113,0.24
2024-06-16 13:32:33,nodoIngreso,192.168.1.114,0.24
2024-06-16 13:32:33,grafana,192.168.1.241,0.24
2024-06-16 13:32:33,prometheus,192.168.1.251,0.24
2024-06-16 13:37:33,servidor1,192.168.1.101,0.89
2024-06-16 13:37:33,servidor2,192.168.1.102,0.89
2024-06-16 13:37:33,servidor3,192.168.1.103,0.89
2024-06-16 13:37:33,nodoAplicacion,192.168.1.111,0.89
2024-06-16 13:37:33,nodoBBDD,192.168.1.112,0.89
2024-06-16 13:37:33,nodoRegistro,192.168.1.113,0.89
2024-06-16 13:37:33,nodoIngreso,192.168.1.114,0.89
2024-06-16 13:37:33,grafana,192.168.1.241,0.89
2024-06-16 13:37:33,prometheus,192.168.1.251,0.89
2024-06-16 13:42:33,servidor1,192.168.1.101,0.21
2024-06-16 13:42:33,servidor2,192.168.1.102,0.21
2024-06-16 13:42:33,servidor3,192.168.1.103,0.21
2024-06-16 13:42:33,nodoAplicacion,192.168.1.111,0.21
2024-06-16 13:42:33,nodoBBDD,192.168.1.112,0.21
2024-06-16 13:42:33,nodoRegistro,192.168.1.113,0.21
2024-06-16 13:42:33,nodoIngreso,192.168.1.114,0.21
2024-06-16 13:42:33,grafana,192.168.1.241,0.21
2024-06-16 13:42:33,prometheus,192.168.1.251,0.21
2024-06-16 13:47:33,servidor1,192.168.1.101,0.51
2024-06-16 13:47:33,servidor2,192.168.1.102,0.51
2024-06-16 13:47:33,servidor3,192.168.1.103,0.51
2024-06-16 13:47:33,nodoAplicacion,192.168.1.111,0.51
2024-06-16 13:47:33,nodoBBDD,192.168.1.112,0.51
2024-06-16 13:47:33,nodoRegistro,192.168.1.113,0.51
2024-06-16 13:47:33,nodoIngreso,192.168.1.114,0.51
2024-06-16 13:47:33,grafana,192.168.1.241,0.51
2024-06-16 13:47:33,prometheus,192.168.1.251,0.51
2024-06-16 13:52:33,servidor1,192.168.1.101,0.77
2024-06-16 13:52:33,servidor2,192.168.1.102,0.77
2024-06-16 13:52:33,servidor3,192.168.1.103,0.77
2024-06-16 13:52:33,nodoAplicacion,192.168.1.111,0.77
2024-06-16 13:52:33,nodoBBDD,192.168.1.112,0.77
2024-06-16 13:52:33,nodoRegistro,192.168.1.113,0.77
2024-06-16 13:52:33,nodoIngreso,192.168.1.114,0.77
2024-06-16 13:52:33,grafana,192.168.1.241,0.77
2024-06-16 13:52:33,prometheus,192.168.1.251,0.77
2024-06-16 13:57:33,servidor1,192.168.1.101,0.86
2024-06-16 13:57:33,servidor2,192.168.1.102,0.86
2024-06-16 13:57:33,servidor3,192.168.1.103,0.86
2024-06-16 13:57:33,nodoAplicacion,192.168.1.111,0.86
2024-06-16 13:57:33,nodoBBDD,192.168.1.112,0.86
2024-06-16 13:57:33,nodoRegistro,192.168.1.113,0.86
2024-06-16 13:57:33,nodoIngreso,192.168.1.114,0.86
2024-06-16 13:57:33,grafana,192.168.1.241,0.86
2024-06-16 13:57:33,prometheus,192.168.1.251,0.86
2024-06-16 14:02:33,servidor1,192.168.1.101,0.44
2024-06-16 14:02:33,servidor2,192.168.1.102,0.44
2024-06-16 14:02:33,servidor3,192.168.1.103,0.44
2024-06-16 14:02:33,nodoAplicacion,192.168.1.111,0.44
2024-06-16 14:02:33,nodoBBDD,192.168.1.112,0.44
2024-06-16 14:02:33,nodoRegistro,192.168.1.113,0.44
2024-06-16 14:02:33,nodoIngreso,192.168.1.114,0.44
2024-06-16 14:02:33,grafana,192.168.1.241,0.44
2024-06-16 14:02:33,prometheus,192.168.1.251,0.44
2024-06-16 14:07:33,servidor1,192.168.1.101,0.72
2024-06-16 14:07:33,servidor2,192.168.1.102,0.72
2024-06-16 14:07:33,servidor3,192.168.1.103,0.72
2024-06-16 14:07:33,nodoAplicacion,192.168.1.111,0.72
2024-06-16 14:07:33,nodoBBDD,192.168.1.112,0.72
2024-06-16 14:07:33,nodoRegistro,192.168.1.113,0.72
2024-06-16 14:07:33,nodoIngreso,192.168.1.114,0.72
2024-06-16 14:07:33,grafana,192.168.1.241,0.72
2024-06-16 14:07:33,prometheus,192.168.1.251,0.72
2024-06-16 14:12:33,servidor1,192.168.1.101,0.61
2024-06-16 14:12:33,servidor2,192.168.1.102,0.61
2024-06-16 14:12:33,servidor3,192.168.1.103,0.61
2024-06-16 14:12:33,nodoAplicacion,192.168.1.111,0.61
2024-06-16 14:12:33,nodoBBDD,192.168.1.112,0.61
2024-06-16 14:12:33,nodoRegistro,192.168.1.113,0.61
2024-06-16 14:12:33,nodoIngreso,192.168.1.114,0.61
2024-06-16 14:12:33,grafana,192.168.1.241,0.61
2024-06-16 14:12:33,prometheus,192.168.1.251,0.61
2024-06-16 14:17:33,servidor1,192.168.1.101,0.99
2024-06-16 14:17:33,servidor2,192.168.1.102,0.99
2024-06-16 14:17:33,servidor3,192.168.1.103,0.99
2024-06-16 14:17:33,nodoAplicacion,192.168.1.111,0.99
2024-06-16 14:17:33,nodoBBDD,192.168.1.112,0.99
2024-06-16 14:17:33,nodoRegistro,192.168.1.113,0.99
2024-06-16 14:17:33,nodoIngreso,192.168.1.114,0.99
2024-06-16 14:17:33,grafana,192.168.1.241,0.99
2024-06-16 14:17:33,prometheus,192.168.1.251,0.99
2024-06-16 14:22:33,servidor1,192.168.1.101,0.34
2024-06-16 14:22:33,servidor2,192.168.1.102,0.34
2024-06-16 14:22:33,servidor3,192.168.1.103,0.34
2024-06-16 14:22:33,nodoAplicacion,192.168.1.111,0.34
2024-06-16 14:22:33,nodoBBDD,192.168.1.112,0.34
2024-06-16 14:22:33,nodoRegistro,192.168.1.113,0.34
2024-06-16 14:22:33,nodoIngreso,192.168.1.114,0.34
2024-06-16 14:22:33,grafana,192.168.1.241,0.34
2024-06-16 14:22:33,prometheus,192.168.1.251,0.34
2024-06-16 14:27:33,servidor1,192.168.1.101,0.36
2024-06-16 14:27:33,servidor2,192.168.1.102,0.36
2024-06-16 14:27:33,servidor3,192.168.1.103,0.36
2024-06-16 14:27:33,nodoAplicacion,192.168.1.111,0.36
2024-06-16 14:27:33,nodoBBDD,192.168.1.112,0.36
2024-06-16 14:27:33,nodoRegistro,192.168.1.113,0.36
2024-06-16 14:27:33,nodoIngreso,192.168.1.114,0.36
2024-06-16 14:27:33,grafana,192.168.1.241,0.36
2024-06-16 14:27:33,prometheus,192.168.1.251,0.36
2024-06-16 14:32:33,servidor1,192.168.1.101,0.83
2024-06-16 14:32:33,servidor2,192.168.1.102,0.83
2024-06-16 14:32:33,servidor3,192.168.1.103,0.83
2024-06-16 14:32:33,nodoAplicacion,192.168.1.111,0.83
2024-06-16 14:32:33,nodoBBDD,192.168.1.112,0.83
2024-06-16 14:32:33,nodoRegistro,192.168.1.113,0.83
2024-06-16 14:32:33,nodoIngreso,192.168.1.114,0.83
2024-06-16 14:32:33,grafana,192.168.1.241,0.83
2024-06-16 14:32:33,prometheus,192.168.1.251,0.83
2024-06-16 14:37:33,servidor1,192.168.1.101,0.76
2024-06-16 14:37:33,servidor2,192.168.1.102,0.76
2024-06-16 14:37:33,servidor3,192.168.1.103,0.76
2024-06-16 14:37:33,nodoAplicacion,192.168.1.111,0.76
2024-06-16 14:37:33,nodoBBDD,192.168.1.112,0.76
2024-06-16 14:37:33,nodoRegistro,192.168.1.113,0.76
2024-06-16 14:37:33,nodoIngreso,192.168.1.114,0.76
2024-06-16 14:37:33,grafana,192.168.1.241,0.76
2024-06-16 14:37:33,prometheus,192.168.1.251,0.76
2024-06-16 14:42:33,servidor1,192.168.1.101,0.74
2024-06-16 14:42:33,servidor2,192.168.1.102,0.74
2024-06-16 14:42:33,servidor3,192.168.1.103,0.74
2024-06-16 14:42:33,nodoAplicacion,192.168.1.111,0.74
2024-06-16 14:42:33,nodoBBDD,192.168.1.112,0.74
2024-06-16 14:42:33,nodoRegistro,192.168.1.113,0.74
2024-06-16 14:42:33,nodoIngreso,192.168.1.114,0.74
2024-06-16 14:42:33,grafana,192.168.1.241,0.74
2024-06-16 14:42:33,prometheus,192.168.1.251,0.74
2024-06-16 14:47:33,servidor1,192.168.1.101,0.41
2024-06-16 14:47:33,servidor2,192.168.1.102,0.41
2024-06-16 14:47:33,servidor3,192.168.1.103,0.41
2024-06-16 14:47:33,nodoAplicacion,192.168.1.111,0.41
2024-06-16 14:47:33,nodoBBDD,192.168.1.112,0.41
2024-06-16 14:47:33,nodoRegistro,192.168.1.113,0.41
2024-06-16 14:47:33,nodoIngreso,192.168.1.114,0.41
2024-06-16 14:47:33,grafana,192.168.1.241,0.41
2024-06-16 14:47:33,prometheus,192.168.1.251,0.41
2024-06-16 14:52:33,servidor1,192.168.1.101,0.24
2024-06-16 14:52:33,servidor2,192.168.1.102,0.24
2024-06-16 14:52:33,servidor3,192.168.1.103,0.24
2024-06-16 14:52:33,nodoAplicacion,192.168.1.111,0.24
2024-06-16 14:52:33,nodoBBDD,192.168.1.112,0.24
2024-06-16 14:52:33,nodoRegistro,192.168.1.113,0.24
2024-06-16 14:52:33,nodoIngreso,192.168.1.114,0.24
2024-06-16 14:52:33,grafana,192.168.1.241,0.24
2024-06-16 14:52:33,prometheus,192.168.1.251,0.24
2024-06-16 14:57:33,servidor1,192.168.1.101,0.3
2024-06-16 14:57:33,servidor2,192.168.1.102,0.3
2024-06-16 14:57:33,servidor3,192.168.1.103,0.3
2024-06-16 14:57:33,nodoAplicacion,192.168.1.111,0.3
2024-06-16 14:57:33,nodoBBDD,192.168.1.112,0.3
2024-06-16 14:57:33,nodoRegistro,192.168.1.113,0.3
2024-06-16 14:57:33,nodoIngreso,192.168.1.114,0.3
2024-06-16 14:57:33,grafana,192.168.1.241,0.3
2024-06-16 14:57:33,prometheus,192.168.1.251,0.3
2024-06-16 15:02:33,servidor1,192.168.1.101,0.43
2024-06-16 15:02:33,servidor2,192.168.1.102,0.43
2024-06-16 15:02:33,servidor3,192.168.1.103,0.43
2024-06-16 15:02:33,nodoAplicacion,192.168.1.111,0.43
2024-06-16 15:02:33,nodoBBDD,192.168.1.112,0.43
2024-06-16 15:02:33,nodoRegistro,192.168.1.113,0.43
2024-06-16 15:02:33,nodoIngreso,192.168.1.114,0.43
2024-06-16 15:02:33,grafana,192.168.1.241,0.43
2024-06-16 15:02:33,prometheus,192.168.1.251,0.43
2024-06-16 15:07:33,servidor1,192.168.1.101,0.91
2024-06-16 15:07:33,servidor2,192.168.1.102,0.91
2024-06-16 15:07:33,servidor3,192.168.1.103,0.91
2024-06-16 15:07:33,nodoAplicacion,192.168.1.111,0.91
2024-06-16 15:07:33,nodoBBDD,192.168.1.112,0.91
2024-06-16 15:07:33,nodoRegistro,192.168.1.113,0.91
2024-06-16 15:07:33,nodoIngreso,192.168.1.114,0.91
2024-06-16 15:07:33,grafana,192.168.1.241,0.91
2024-06-16 15:07:33,prometheus,192.168.1.251,0.91
2024-06-16 15:12:33,servidor1,192.168.1.101,0.7
2024-06-16 15:12:33,servidor2,192.168.1.102,0.7
2024-06-16 15:12:33,servidor3,192.168.1.103,0.7
2024-06-16 15:12:33,nodoAplicacion,192.168.1.111,0.7
2024-06-16 15:12:33,nodoBBDD,192.168.1.112,0.7
2024-06-16 15:12:33,nodoRegistro,192.168.1.113,0.7
2024-06-16 15:12:33,nodoIngreso,192.168.1.114,0.7
2024-06-16 15:12:33,grafana,192.168.1.241,0.7
2024-06-16 15:12:33,prometheus,192.168.1.251,0.7
2024-06-16 15:17:33,servidor1,192.168.1.101,0.32
2024-06-16 15:17:33,servidor2,192.168.1.102,0.32
2024-06-16 15:17:33,servidor3,192.168.1.103,0.32
2024-06-16 15:17:33,nodoAplicacion,192.168.1.111,0.32
2024-06-16 15:17:33,nodoBBDD,192.168.1.112,0.32
2024-06-16 15:17:33,nodoRegistro,192.168.1.113,0.32
2024-06-16 15:17:33,nodoIngreso,192.168.1.114,0.32
2024-06-16 15:17:33,grafana,192.168.1.241,0.32
2024-06-16 15:17:33,prometheus,192.168.1.251,0.32
2024-06-16 15:22:33,servidor1,192.168.1.101,0.11
2024-06-16 15:22:33,servidor2,192.168.1.102,0.11
2024-06-16 15:22:33,servidor3,192.168.1.103,0.11
2024-06-16 15:22:33,nodoAplicacion,192.168.1.111,0.11
